"","date","poc","poc_umol","poc_umol_kg"
"97",2017-08-04,280.288059015173,4759.20356802951,4.66104639747431
"98",2017-08-08,274.116678366861,4654.41545502779,4.5584186516398
"99",2017-08-15,274.798098891424,4665.98576238666,4.57639492467423
"100",2017-08-21,383.335491212317,6508.91673352108,6.38449861209978
"101",2017-08-29,322.05180091507,5468.33884179974,5.36206424792896
"102",2017-09-05,308.379433083636,5236.18631273589,5.13245706362331
"103",2017-09-12,417.363213538532,7086.69681475555,6.94586035892896
"104",2017-09-18,394.060902031276,6691.03085432067,6.55695663527243
"105",2017-09-26,457.166367722072,7762.54192237349,7.60165767742562
"106",2017-10-03,135.404943403397,2299.13358435079,2.25057143077976
"107",2017-10-11,414.293503829966,7034.57410410868,6.88589857074157
"108",2017-10-20,171.604339421908,2913.78800558136,2.85086503825077
"109",2017-10-24,96.6205023425082,1640.58590690221,1.60535880892431
"110",2017-10-31,223.767774534507,3799.50681708134,3.72023812529617
"111",2017-11-08,174.803128656104,2968.10244619738,2.90378305521907
"112",2017-11-16,104.353367968845,1771.88754639861,1.73317811439002
"113",2017-11-20,88.1556438904758,1496.85525819271,1.46442825057024
"114",2017-11-27,109.513808935284,1859.51021982385,1.81926071878081
"115",2017-12-06,127.22565965928,2160.25190485398,2.11471540377192
"116",2017-12-11,117.628699668664,1997.29852614047,1.95528261885515
"117",2018-01-03,114.02628419912,1936.13063830244,1.89398921056669
"118",2018-01-09,157.541858591463,2675.01147982156,2.6166279016177
"119",2018-01-22,143.535557599139,2437.18887014001,2.38333163953274
"120",2018-01-31,271.545787494001,4610.76253218077,4.51102186952194
"121",2018-02-06,217.057009479296,3685.56012556981,3.60613952875889
"122",2018-02-13,160.661253528463,2727.97783010572,2.66882869391998
"123",2018-02-19,160.610143115887,2727.1099912875,2.66756508543456
"124",2018-02-27,234.033706692042,3973.81913393479,3.8880960469047
"125",2018-03-06,205.314288442395,3486.172395484,3.41104491309168
"126",2018-03-13,316.304576311272,5370.75276575795,5.25468877379831
"127",2018-03-20,933.024155798913,15842.4583156984,15.5028107380153
"128",2018-03-27,319.143470010522,5418.95629276584,5.29982550689345
"129",2018-04-04,311.415490099083,5287.73761118016,5.17145886081579
"130",2018-04-12,531.878832060317,9031.13619679316,8.83560012491392
"131",2018-04-17,316.83112169771,5379.69334171637,5.26215808454536
"132",2018-04-24,469.538142048519,7972.61078054805,7.80217338151087
"133",2018-05-02,392.213652347065,6659.66513250209,6.51700948694072
"134",2018-05-08,409.865808765476,6959.39322689576,6.81581295289462
"135",2018-05-15,437.947093589908,7436.2046593944,7.28162788161893
"136",2018-05-22,391.388198470192,6645.64918387459,6.52935207501401
"137",2018-05-29,281.138995603075,4773.65220511929,4.67762281463822
"138",2018-06-05,364.455054406946,6188.33282236269,6.07437590807935
"139",2018-06-11,345.655578858203,5869.12360801718,5.76917975289174
"140",2018-06-18,265.913551134535,4515.12892055943,4.4214187378777
"141",2018-06-26,360.719877726522,6124.9106906916,6.01853443226843
"142",2018-07-11,592.39544182009,10058.6893009308,9.86841504213186
"143",2018-07-16,279.574677754942,4747.0905773763,4.64978229196676
"144",2018-07-23,387.60025648441,6581.3311138235,6.4460806416743
"145",2018-07-31,296.88998508356,5041.0990795916,4.9462772667624
"146",2018-08-09,339.194948875567,5759.42413179577,5.65312622642742
"147",2018-08-14,294.320413798964,4997.46856294054,4.89986172770344
"148",2018-08-21,346.573449036023,5884.70875652696,5.76497557096456
"149",2018-08-29,946.696391601777,16074.6086029585,15.7482843433225
"150",2018-09-04,542.180781634489,9206.06007811486,9.01664914851189
"151",2018-09-13,302.959757360148,5144.16191422453,5.03956015039036
"152",2018-09-18,439.845913115652,7468.44602099117,7.32003939597451
"153",2018-09-25,235.231224299887,3994.15260833273,3.91290651495102
"154",2018-10-04,632.135356704748,10733.460625035,10.5147964345505
"155",2018-10-09,211.240992325435,3586.80597354624,3.51257092832639
"156",2018-10-16,942.508538886859,16003.5001738187,15.6618913020305
"157",2018-10-24,521.931137983973,8862.22746301354,8.67196419387268
"158",2018-10-30,182.505944167561,3098.89384414279,3.03146841139246
"159",2018-11-07,489.653094305745,8314.15637792275,8.13479155715303
"160",2018-11-16,261.346750283921,4437.58607061038,4.34293457824183
"161",2018-11-19,396.264394002041,6728.44545873242,6.58691220419977
"162",2018-11-28,130.244564728706,2211.51196861994,2.16350763780811
"163",2018-12-04,155.94325531852,2647.86769628977,2.59109810868101
"164",2019-01-16,210.976410381538,3582.31345490005,3.50555366553474
"165",2019-01-23,125.217065706718,2126.14660782726,2.08008402985616
"166",2019-01-29,165.842248853137,2815.94951010439,2.75490752351329
"167",2019-02-05,134.03180789462,2275.81817292827,2.22539115162314
"168",2019-02-12,202.909109526698,3445.33320983494,3.36959872076702
"169",2019-02-26,197.809670698012,3358.74633362729,3.28423654457772
"170",2019-03-12,969.948033228207,16469.4142046665,16.1051728380851
"171",2019-03-27,744.276418836893,12637.5807823373,12.3580694681499
"172",2019-04-10,204.5500887974,3473.19652455348,3.39655474873108
"173",2019-05-02,376.244411067986,6388.51241075876,6.24815677456538
"174",2019-06-04,279.177466438132,4740.34605346448,4.64431551219056
"175",2019-07-18,459.010683041388,7793.85781959402,7.6572267643319
"176",2019-07-30,163.148845302407,2770.21636030908,2.71526952672619
"177",2019-08-15,301.503593665086,5119.43671017008,5.03099902601809
"178",2019-08-29,368.386674869634,6255.09050800905,6.13590561746448
"179",2019-09-19,371.31607895382,6304.83087304152,6.18086191162111
"180",2019-10-30,295.158157843748,5011.69319477481,4.90498012507853
"181",2019-11-13,202.779433019668,3443.13134330835,3.3699416821288
"182",2019-11-26,194.765760644483,3307.06169305281,3.23596036717051
"183",2020-01-08,146.242540955615,2483.15260078912,2.42829462815347
"184",2020-01-28,170.249743408672,2890.78738899397,2.82774054458938
"185",2020-02-18,243.684139393695,4137.68046255547,4.04975084464965
"186",2020-03-06,227.346673548627,3860.27540286221,3.77751242519918
"187",2020-03-18,1091.7385558551,18537.3791828204,18.1287304500864
"188",2020-05-14,550.580021302673,9348.67654040017,9.15015563196096
"189",2020-05-26,458.980175600135,7793.33981278427,7.63559289910301
"190",2020-06-11,337.495394509352,5730.56623027771,5.61778125166938
"191",2020-06-25,331.359828786025,5626.38624349932,5.5271957651386
"192",2020-07-09,256.287913771861,4351.68860903865,4.2884947725296
"193",2020-07-22,395.738661934622,6719.51869267652,6.58532121226533
"194",2020-08-04,277.203183608942,4706.82334858011,4.62882717824192
"195",2020-08-19,458.717114969856,7788.87312556744,7.65043716690141
"196",2020-09-01,278.832073619396,4734.48139144115,4.6393977683058
"197",2020-09-16,230.438745038082,3912.77780955382,3.83859578121015
"198",2020-09-29,286.335778795564,4861.89195817502,4.76446932838697
"199",2020-10-14,505.662433495539,8585.98994964739,8.4108621503593
"200",2020-10-30,185.583923874176,3151.15697676968,3.08425712854987
"201",2020-11-10,138.534031270291,2352.2645175526,2.30320602983398
"202",2020-12-01,153.80120505637,2611.49635287135,2.55550004478405
"203",2020-12-08,59.8317849762267,1015.9249935261,0.994235367707827
"204",2021-01-06,98.4096148301974,1670.96447730915,1.63502933637994
"205",2021-01-20,210.514498721843,3574.4703394043,3.49837213731832
"206",2021-02-04,144.760776944989,2457.99271138418,2.40517698482694
"207",2021-02-19,205.321465615236,3486.29426163382,3.40974425403357
"208",2021-03-09,156.913546608724,2664.34293889052,2.6058194926431
"209",2021-03-16,123.121636668779,2090.56687821284,2.04458181690589
"210",2021-03-30,396.451421992182,6731.6211355027,6.58318902263064
"211",2021-04-14,292.039793962346,4958.7443514922,4.84959684709446
"212",2021-04-26,570.197510438227,9681.77536957524,9.46758193937623
"213",2021-05-19,408.378533166376,6934.13975244255,6.78464364656106
"214",2021-05-28,612.078684733101,10392.9046086793,10.1918423091638
"215",2021-06-09,368.469530073106,6256.49736344692,6.13937005555551
"216",2021-06-22,250.119045437329,4246.94315433906,4.16405330254257
"217",2021-07-06,435.462963941373,7394.02491499754,7.25985816286605
"218",2021-07-20,300.984488760223,5110.62247126142,5.0298731916724
"219",2021-08-03,318.713802390061,5411.66067097035,5.3003388288761
"220",2021-08-17,745.128364717557,12652.0465569024,12.3837098784001
"221",2021-09-02,311.487091688642,5288.9533837739,5.18377310582356
"222",2021-09-21,306.833501113002,5209.93687144173,5.10400380443933
"223",2021-09-28,276.596229671751,4696.51746058167,4.59842205459902
"224",2021-10-19,546.064544001358,9272.00514826422,9.07879406401668
"225",2021-10-28,130.786034981655,2220.70596414323,2.17407317400079
"226",2021-11-10,58.8689443962312,999.576261654114,0.978806049517803
"227",2021-11-26,163.239496731682,2771.75559322242,2.71373440074765
"228",2021-12-08,121.76061740208,2067.45719679084,2.02541282850926
"229",2022-01-05,121.75,2067.27691662464,2.02337616390568
"230",2022-01-17,120.04,2038.2416515123,1.99542569332403
"231",2022-02-01,166.95,2834.75877807379,2.77515999341547
"232",2022-02-18,338.78,5752.37842968457,5.6283822904505
"233",2022-03-03,182.83,3104.396210813,3.03635084926333
"234",2022-03-15,96.62,1640.57737728356,1.60434737223328
"235",2022-03-29,138.63,2353.89403656406,2.30283420934226
"236",2022-04-13,324.72,5513.64402764972,5.39426354380077
"237",2022-04-26,431.08,7319.60355826325,7.16254153380759
"238",2022-05-10,158.07,2683.97915573599,2.62682338718189
"239",2022-05-24,362.41,6153.60843822535,6.02419850431975
"240",2022-06-07,589.58,10010.8839794953,9.81508037041249
"241",2022-06-22,343.93,5839.82381876561,5.73848144229021
"242",2022-07-06,256.55,4356.13875121193,4.28437958306684
"243",2022-07-19,524.64,8908.22309271418,8.75900146282004
"244",2022-08-02,354.45,6018.45012811174,5.90235923558375
"245",2022-08-16,199.36,3385.07044023235,3.32513707512801
"246",2022-08-30,327.35,5558.30060498626,5.44651135588537
"247",2022-09-13,235.79,4003.64044493572,3.9220551589818
"248",2022-09-27,279.39,4743.95480686455,4.64906077971717
"249",2022-10-11,379.39,6441.92352688479,6.30477297529596
"250",2022-10-26,362.83,6160.73990684944,6.02704975566501
"251",2022-11-09,167.57,2845.28618413792,2.78312923713947
